text,labels
<user> your wordpress - so enlightening ! such glorious gems of loving christianity ! surely jesus smiles down on you ! ,1
i have the best health insurance ! ,1
apple didn 't launch iphone 9 bc they know their customers are smart enough to turn iphone <num> upside down and take the feel . # iphonex ,1
in my happy place # dmv line out the door wowza ,1
you wouldn 't believe how often this happens to me !  # donuts # firstworldproblems # catsoftwitter # sundaylunch,1
i had fun looking at another grandstand at the <num> this year . ,1
"some people cause happiness wherever they go , some whenever they go . just saying ... know anyone like this ? # happiness  # people",1
man i hope georgie doesn 't die he 's soooo cute ! # it # pennywise # it2017 # stephenkingsit # stephenking ,1
it 's # throwbackthursday to the day i finally learned to lace my own shoes . ,1
when you obey your elders # mondaymotivation  emoji_220 emoji_220,1
<user> thank god you informed me on what don cheadle said about the president avoiding # nerdprom2017 . otherwise the world might end . ,1
""" when you only have a few weeks to pull your grades up from the depths of hell "" ",1
"let 's rip this down and replace it with soulless , unoriginal identikit apartments ! who 's with me ? ",1
"it 's monday , lord shiva 's day ( perfect ) # religious  # monday # god # day",1
yay . i can 't wait until we draft this guy . ,1
"i take such amazing pics , like this one , the back of john force .  # closeenough emoji_113",1
so dam creative  # intensifies,1
livin ' large . # doctor # residentlife # baller  <user>,1
i see # trump is in the # skittles making business now ....  # candycrush # maga,1
a promise every pr pro makes to the client ! # pr_roast # prlife # prworld # prlife  # promiseday # clients,1
oh yeah anime is definitely for kids . ,1
i 'm healthy # healthy  # foodie # foodiefriday # fotd # pizza # pineapplepizza # likeforlikeback # folloforfolloback # fridayfeeling,1
me : mom i 'm going to a party later mom : do you have a ride home ? me :  # funny,1
i agree <user> get your people in line . <user> has his in line . ,1
rt <user> : having fun with <user> # quoteoftheday  # artificialintelligence mt <user> emoji_15 emoji_15 emoji_15,1
my older son found one of these in a local playground a few weeks ago . wondering if it might soon be worth more than a bitcoin ?  # thewestwing,1
yeah i can tell john wall really hates playing with beal ...  <user>,1
truck died in parking lot of feed store … good thing it is not hot out here while i wait for my ride . ,1
"<user> and what are you two other customs line are doing ? thats right , its bloody closed . way to go giving a great impression of your capital city ! ",1
"who needs sun , beach & the sea , if u have the option <num> do holidays in hospital instead ? # noneed2worry # bpm ",1
the offer is on see you at the dokk <num> pm + reservations + 91 8380-827777 # thedokk # valentines # febuary # gigs # pub  # pune emoji_3978 emoji_131 emoji_3981,1
stepping up my selfie game for <num>  pero me gusta esta .,1
 helps,1
"damn .... if that 's his curve , imagine the velocity on his fastball ! ",1
well seventy thousand + now # comedy # quoteoftheday ,1
wooooo ! bring on second semester !  emoji_75,1
jeremy corbyn doesn 't want a nuclear holocaust ! he must be stopped !  # votelabour # trident,1
i love it ! # halloween # halloweentime # happyhalloween # candy # halloweencandy # treats   # funny # funnypic # memes # meme,1
talk about a guy getting fired for no reason ! this life just isn ’ t fair sometimes ,1
and now for something completely different .... rain & high wind warnings . ,1
it 's a 155pg thriller and i just can 't put it down ,1
this was super fun to look at and not blinding at all for the <num> show . can 't wait to do it again at <num> on <user> thx <user> ,1
the challenge with # chatbots is teaching them to understand  & # emotion says <user> # augmentedintelligence # machinelearning,1
lol ! ! i just rephrased highlighted line from <user> 's book and some are cursing me for pity life . ,1
snapchat my # blizzard2016 we are so going out tonight  alert,1
my heroes !  # sass # trumpsheadisuphisass,1
don 't be silly . what kind of trouble could this kindly old lady possibly give # thedefenders ?  # daredevil # marvel # netflix # mcu,1
yes that 's who <user> should listen to . # southafrica is doing great  # news24 <user> # moronic <user> emoji_549,1
this is great .  ( from the <user> website ),1
all this technology is making us antisocial . # technology  # lol,1
"seriously , why . # tech # manners # haiku # funny # meme # lol ",1
"attention new # russianbots ! two things : 1 . please stop using photos of blondes . too many of them . try red hair , or brunette . 2 . please tweet about something besides trump or liberals . mix it up , so it blends in better . # muellertime # russia ",1
whatever shall i do ? the $ 250 louboutin baby shoes in the <user> holiday gift guide are all sold out . ,1
"that moment some # expat wakes up thinking you are "" out to get them ... "" ( seriously , 15,000 tweets , that ` s our goal . ( lol ) ) ",1
umar akmal with his fans  emoji_402 emoji_402 emoji_402,1
"that horror youtuber money ... 23 $ for 265,000 views  <user> <user> <user> next vacation ? mcdonald 's emoji_334 emoji_1689 emoji_2312 emoji_2314 emoji_2316 emoji_15",1
plain text passwords ... cool . ,1
madeline on coffee ? # madeline ,1
"this either tastes like peach , or puke . thanks easter bunny for the bean boozled jellybelly beans .  # beanboozled # whoops",1
""" i don 't know why there isn 't any roads that go north-south ""  . after last year . i don 't mind getting stuck",1
thought the advice on the pira ña tank at the garden centre was helpful as would have put my fingers ,1
"if something has to be delivered in nova scotia , <user> knows the fastest way to deliver it .  # whymailisfailing",1
not sure it 's cricket ground or operation theater . ,1
everyone needs to realize this # fun # reality ,1
"# suchexcitement my 10km egg hatched and to my surprise , such an uncommon catch and great stats too !  <user> emoji_682",1
great # article by # richcohen about how # generationx is going to save the world ... knew our  be useful ! <user> # thankgodforus,1
stairs vs . escalator in airport . i wonder why we have an # obesity problem ?  # publichealth # ncds # globalhealth # isometimesdothistoo,1
. <user> : <user> showed some pics of super average looking couple <user> & <user> today ,1
no one 's going to call me a quitter ! # cantstopwontstop # neverquit # haiku # meme # funny # lol # relationshipgoals ,1
i wish our dog would bark more # saidnooneever ,1
so <user> just said this to me - almost word for word . i 'll take it ! # starwars  # icanthelpit,1
"few sights are more impressive than a gym user who not only parks as close as they can to the doors , but uses a disabled space to do so .  # wednesdaythoughts",1
when you ask for help to cook the steaks and all you got is ... him ... # lego  # cooking # photo emoji_15,1
# makeamericagreatagain  no # alternativefacts here,1
fluid responsiveness in low-income countries : mexican passive leg raising ,1
mind . blown . ,1
"gee , this zora armour sure feels useful with no noticable swim boost at all !  # breathofthewild # nintendoswitch",1
"this one is for you <user> <user> , i know how much you love peeps !  hahaha",1
ahhh ! my favorite thing about spring ! # dst # springforward ,1
"sorry , i can 't . too busy making friends today . # internationalwomensday  # beboldforchange",1
ur mf * friend # backtowork # tuesdaymotivation # 30in30 # mumbairains # nationalsportsday # felizmartes # lol # followback # f4f  # r4today,1
walang magawa . # veryrandom happy new life .  emoji_75,1
"<user> , 75 % of warringah voted yes . they must be so proud to have you as their leader .  # loveislove # lovewins # australiasaidyes emoji_3400 emoji_3400 emoji_3400 emoji_870 emoji_870 emoji_519 emoji_3009 emoji_3009",1
the # internet cannot coney  tweet emoji_2715 emoji_2715,1
give me # noble  # rto # drivinglicense # internetexplorer # backwardness # pissedoff # sarathi,1
"playing on the new cs : go map called canals , they just copied c-ops  : s emoji_1351",1
$ mtbc - this is a buy signal - right ? ,1
"i hope england isn 't too rainy , or anything ...  emoji_131 emoji_15",1
"thanks a ton , math class .  # sotrue emoji_332",1
# thanksgreitens for cutting the budget . those foster kids can fin for themselves ! ,1
coming up in the world ! <num> whole subscribers ! !  # gettingviewsishard,1
""" everyone will know we should do the right thing and the world will be perfect  . "" # slogans4hillary",1
sexual dimorphism is a social construct ! equality ! # standwithscience ,1
"when your "" tu "" is only on your playlist but not in real life ... ; _ ; ",1
i love the high quality and attention to detail of modern furniture . ,1
the <user> effect on # corporate life .. # fun  # smile,1
"# heymbu - if ur friends jumps off a bridge , would u 2 ?  just cause they have doesn 't mean we have to !",1
<user> <user> awesome service right there .  . <num> minutes into buying session . called into tfc sales and suggestion i got was to sit and wait for error to disappear on its own . seriously ?,1
good news ! my company finally let me order new books for the kids ! # japan ,1
yeah ! that 's about it ! # pr_roast # prlife # prworld # prlove  # pr # publicrelations # prmeme # wednesdaywisdom # arnabvsarnab,1
well that 's good ... i wasn 't sure if i could go another 24hrs without rain . was getting dry .... enough to cut grass lol  cool sky,1
terrible what # obamacare / # aca has done . why should someone careless enough to get cancer get meds for free ? # thanksobama ,1
random art i saw while on vacation that i thought was dope . i 'm basically a photographer now . ,1
"wow ! something that i could really brag ! lol  ~ but srsly , its amazingg . umabot ng <num> agad-agad . haha emoji_15 emoji_2086",1
"so many accomplishments , can 't we keep him in there another <num> years .  <user>",1
""" if you want to play games in japanese why don 't you "" just learn "" the language . "" yea . i 'm working on it . # soeasy # weeb  . # headdesk",1
"oh , but mark davis is the one who should sell his team .  { { - _ - } }",1
when the exam is easy a . f # memes  # funny # exams # savage emoji_400,1
i think the b / e pinnicale is the best seat in the world bar none  on .,1
calibrating converters is so much fun !  - w / <user> - # recordingstudio # studiolife,1
follow me for more ! # democracy # politics # politicalcartoon # funnyart # art # webcomic # lol # funnypics ,1
while # republicans go full steam ahead # democrats can take comfort in their shiny new trophy . ,1
who knew ?  # lifehacks,1
guess it 's officially time to change that slide . # thankspresidenttrump ,1
consistency ,1
"only <user> would post the closing times for manitoba election polls in edt . thanks , toronto , for caring . ",1
this roaring pm and miners bull just keep showing strength compared to 2008 - bull lift off . ,1
"<user> "" blizzard "" conditions in blackwood ",1
this never changes or gets old ! ! # ivoteddemocratbecause ,1
ready for a rockin saturday night ! !  # toomuchhomework # mba # uopx # finance,1
bruh just got <num> likes on a instagram photo for the first time i ’ m blowin up  : mercies may emoji_2903 emoji_3245 emoji_2131,1
when  needs to be said # ibelike,1
""" <user> : when you finally find that guy that is so good at everything .  "" lol !",1
best # obamabiden meme yet ! # harrypotter # obamalegacy # bidenmemes # literacy ,1
"here 's a shocker : canceling an # obamaphone is next to impossible . yay , efficiency ! ",1
i just “ robbed ” <user> merry christmas to me ! what ’ s everyone think of my haul ? this tweet was sponsored by  not gaming stores were actually robbed .,1
if world is dying why there 's so many beautiful places # stupidpeople  # globalwarming emoji_206 emoji_15,1
"cute , but where do i put the leaf ... ? in my hair ?  # hadtopointoutitssarcasmbcpeoplebetakingstuffupthebutt #  …",1
i truly do not understand how we survived this ice storm hellscape . # mdweather ,1
# mumbairains  # itmovie you will float too of this rain continues emoji_15 emoji_1930 emoji_2139,1
<user> let that sink in for a moment .... oh yep . # bestdriverever ,1
not awkward to watch at all  # tvweeklogies # sunrisetoday <user> <user> <user> <user> emoji_410,1
"next up is <user> talking about killing off job descriptions ! "" we have so much freedom at work ""  # disrupthrto",1
" , don 't you love it ? ! emoji_92 emoji_15",1
obliterating a daily rainfall record that 's stood for ~ 50 yrs w / a quarter inch : no problem . # elninoreturns ,1
very true . # fandoms # fangirl  # memes # harrypotter emoji_5485 emoji_5485 emoji_5485,1
if you want to have the best halloween ever ... # halloweenspirit  # maga,1
<user> first time this has happened . looks great in the middle of my driveway ,1
thank you doctor # lol # funny ,1
till now <user> 's biggest archievement is # 280characters while <user> searching how to get more # 140characters ,1
really impressed w / trouble <user> went through to fix my order when they sent me a 2oz tube of zit cream instead of a 4k kodi box ,1
"hm but this isn 't really an upgrade persay , right <user> ? just want us to take all your unsold crap out of your inv  # letsbehonest",1
<user> i # suggest you fix this # spam # junk # adverts # block # seemslegit ,1
"my "" tweets over time "" timeline is quite impressive if you ask me  # tweetwhat # commnboujee",1
oh . i never knew ...  # stop,1
well ... hurry up and live .  <user>,1
omg this enemy seems so strong !  # ageofishtaria,1
wtf shud i do ... ! ! # lol   emoji_11,1
epic edit ! ! # epicedit # toohotforyou ,1
want to know the real reason we 're not broadcasting tonight ?  # mtlhockey # habs # gohabsgo,1
yes # traffic improved without # uber . not  <user> # edsa # fridaynight # nlex # balintawak to # makati,1
half of them are angel priya or dil ka chor ! # facebook  # markzuckerberg <user> <user>,1
"go to <user> # devops talk they say , it 's going to be fun they say . full house . # devops is so popular on # devoxx # devoxx2017  emoji_5175",1
hey <user> ! stole the idea from a retweet of yours and improved upon it ! # typicalleaffan  # goleafsgo <user> <user>,1
life is too short for fair weather friends  # istillloveher,1
"huh , didn 't know there was a # gmo option learn something newfrom marketingeveryday ",1
i bet god is proud of this # world ,1
yes they did  # raisedright # beautifulsoul # bigheart,1
da real ,1
loving the <user> final release .. the games are super quick and you get a nice message when one wraps up ! ,1
yeah ! ! it 's # springbreak !  # gradingforlife # reality,1
zayn 's in turtleneck is a whole new level of beauty  emoji_15 emoji_15 emoji_15 emoji_15 emoji_15,1
this briefing pack for us scholars from <user> on quirks of british office culture is amazing . # tea  # pub,1
tip - way to a great client relationship ! # twistytuesday # kickstarter  emoji_517,1
"gee , i know exactly what episode this is . thanks cox guide . # castle ",1
<user> thanks clay ! i was really interested in what he has to say daily .  # twitterfeud,1
<user> i don 't understand why you think you have influence in country radio  emoji_15,1
"well , this isn 't at all claustrophobic .  hankyou # propstothosewhoserve",1
"<user> can you please include this in your comedy somehow ? america , god 's chosen land !  # canthandleit",1
well this should fit lots of garbage in it !  # baginabag,1
got my 10yr acknowledgement today . <num> mths late . nothing else due to budget . great multi billion $ company i work for .  # overit,1
"this is exactly how i plan to manage my patients ! how about a 4th option "" give vaccine that can cause autism ""  # obviously emoji_156",1
basically # hansolo  # starwars,1
"interesting contrast ... headline says the markets are dancing on the edge while , at the same time , the dow , s & p , and nasdaq are all up ... maybe they didn 't get the memo ? ! ",1
"often done that because that makes you feel "" wow "" reality still bothers to people ! ",1
"thanks <user> ! just cause you can fit it in , doesn 't mean i can get it out the tiny door # ruined # thankscanadapost ",1
feels good to be back in wod content  # warcraft # levelling,1
for those who don 't get the picture # stopsmoking # banthecigarette  emoji_15,1
quality movies on hbo now . ,1
poor old mary . the only achievement in her life was becoming a footnote 'wife of the above ' # goodolddays ,1
by two_tons_of_tone : # nochill # nochillbutton # instafunny # comedy # laughing # burn  # funnypictures # meme # idg …,1
what a gorgeous day # rainyday # may # summer # weather ,1
me as a parent ! ,1
great to see how <user> is still boycotting # apple and therefore shows people can trust his words ,1
"i dunno about you , but i ’ m sure gonna miss the northam / gillespie tv spots . this is our last weekend to “ enjoy ” ‘ em . ",1
"when you see your friend getting robbed , but you remember that you caught him once listening to dhinchak pooja ",1
<user> is this what you call great customer service ? thanks for flooding my basement . ,1
good quality viewing here with the <user> broadband and <user> combo !  better viewing on my commodore 64 in the 90 ’ s ! # 240p,1
"look at these radical , anarchist protest signs .  # womensmarch # chicago",1
i 'm pretty sure it 's going to miss us  # turnarounddontdrown,1
am i the only one ? # motherhood # fun # honesty  # parenting emoji_46,1
don 't you think the new # megaman cartoon looks great ? ! # retrogaming  # capcom,1
mid-monumental # harvey disaster the # texas # republicans who voted for # trump and # congress are being served so well by their party ! ,1
"wow , this question is so hard . i have no idea what the answer is at all . not one bit # persona5 ",1
wonder what this is refferencing :p i have no idea  # warcraft !,1
can a short mother be called minimum ? ,1
yeah i see she 's looking fab bhu ... where 's her man ? # thulimadonsela ,1
where  and # pedantry meet .,1
exactly what bibles should be used for ... really ? ? ?  # help # comelordjesus,1
we are so selfish hahahaha ,1
"yep , totally normal <user> nothing is off about this . nothing at all .  # itstoohotalready # climatechangeisreal",1
i just love when santa leaves gifts that need to be together .  # hockeynet # gettingtoitlate,1
"if all you tax payers would just pay your $ 166,000 we could solve this problem obama thought you could handle the doubled expense  emoji_2341",1
"yeah , right !  # veganatheist",1
yeah . the divide is tooootally obama 's fault .  emoji_156,1
happy # roseday to all the dear # journalists ! :) we # appreciate your # love towards us ! # cheers :) # roast_pr # prlife # prworld # prlife ,1
yup . nearly an hour later . moved about <num> yards . didn 't want to go home tonight . honest . ,1
refusing to kowtow to the pc police is much more offensive than dumping urine on someone .  # thetriggering,1
i can see this being delivered by jack whitehall . <user> # hypnosisinlondon # hypnosisinwhitstable # actorslife  # lovelondon,1
<user> picked up this guy afterward ( thanks for the tip ); great stuff today ! ( p . s . please don ’ t predict my income ) # pca ,1
the shorter we are the closer to satan we are  # lol,1
i never go out of style  # ts1989,1
thanks <user> for providing me room service with <user> instead of your own homemade pizza ! ! ,1
""" pause this presidency "" who needs a constitutional republic anyway . they 're so overrated . no a1 , a2 , ect . there 's too many rights . ",1
# menwillbemen  follow for more .. emoji_2338 emoji_870 emoji_1528,1
"ever have those days when you wonder wtf is coming out of your mouth , but you just can 't stop ? that 's me most days # honesty ",1
"thank you sugar information , inc . !  # sugarstupidity",1
# downwarddog greyhound as a # brand logo - <num> 2 much creativity ?  # things discovered in # rishikesh,1
thank you so much for the qualitative & personalized mass mailling <user> <user> <user> ...  emoji_60,1
overjoyed visit fr hmrc inspector this week ! obv nothing to do get 13yrs a / cs to date # muse # loudsoundtrack ,1
"it 's a really good thing driving lanes are diminishing , and we no longer have a need for cars . thank you , mass transit .  # seattle",1
"# iwishihadmore people in my life that add "" ly "" to all their adverbs & adjectives & began their sentences with the word "" so ""  emoji_3851",1
anyone else with this diagnosis ? # lol  # funny,1
nothing 's more fun than editing ! ,1
"you guys , i 'm having a really hard time adjusting to socal winter . ",1
# dodger fans are so nice ,1
you sure about that  derek ?,1
reposted .. funny but true right  # truth :) emoji_197,1
as you can see my dog scout just loves having her picture taken . ,1
finally something that ’ ll convince the world that climate change is real ! ,1
i 'm so lonely on this clan chat . :'( kappa <user> <user> # osrs # ironman ,1
it cannot be helped ,1
yeaah ! buddy o miracle worker  # infj emoji_15 emoji_4639 emoji_179 emoji_434 emoji_92,1
<user> yeah cause the whole black lives matter thing got absolutely no attention .  # cnniscancer,1
<user> : cola is bad lol me : you aren 't good at all ... i 'm speaking with  <user> # gtav # gtaphotographers # gtaonline emoji_173 emoji_204 emoji_92,1
back when selfie is among one of my obsessions & is essential in sustaining my life # flaskbackfriday ,1
yummmmmm .  making myself eat oatmeal . [ but it has to be the flavored oatmeal or no deal . ] # healthyme #  # dramaticthisweek emoji_1651 emoji_3670,1
everyone loves blood work ... not !  but the # win of the day ... i didn 't pass out,1
he 's a straight up kinda guy for this to happen .  emoji_131,1
always fun living next to the great employees <user> building their homes ,1
giles and # buffy ,1
yay ... thanks # transportnsw # sydneybuses are just fantastic ,1
here 's to the ten percent . happy president 's day . # presidentsday # america # greetingcards ,1
"pancoran , one of the biggest parking lot in jakarta . ",1
how dare # thisisblasphemy # jesus  emoji_15,1
too bad trees don 't have wifi signals . # natural  # trees,1
<user> phase <num> vs phase 2 . kinda makes you feel good to be in phase 2 . ,1
im crying cos im such a genius photographer  u need to learn that word ....,1
<user> came out much better after cooking ...  # quality,1
just to let everyone now # picoftheday  # fun emoji_92 emoji_15,1
saw this sign in slidell recently . they must feel so clever # whiners # freespeech # veteransday # maga ,1
why didnt they try following this makeup tutorial instead of using cgi to make white ppl asian ? ? ,1
writing tip # 42 for romance authors only ... # writingtips  # amwriting # boredom,1
"oh good ... after gotg 2 , and spider-man , i was concerned marvel was going too dark with their characters ",1
"if only equifax had a cute vulpine cartoon character like carfax . it would be harder to be so outraged at them , right ?  $ efx",1
there 's nothing like this amazing view out my living room window . # iliveinanigloo ,1
# nolivesmatter # repost @ speckledlake ( instagram ) ・ ・ ・ when there is no way of pleasing everyone .  # streetart # graffiti # bodycount,1
only if we could tell off the insensitive people this way . # shamoordesigns  # creativity,1
<user> look at what you 're doing to all these experienced scientists with years of study and peer-review research behind them ! ,1
i think i need this for my anniversary trip to ireland in a few weeks . opinions ? !  # wtf,1
i brought the animation to life !  # heartbeat # explainingthejokeislame # b3d,1
he 's so smart . ,1
"pnw supers , i hope you got your wetting agents out . i mean , it is april 7th ! ",1
pretty ordinary day for round <num> of estuary monitoring at # mooreriver <user> nacc_nrm ,1
haha lol ... ,1
what is your best # effective # method # climatechange # trump # covfefe # letstalkaboutsexbaby  # climatechangeismybaby # savetheearth,1
it 's fair to say this has happened more than once .  # truestory,1
a cheeky recursive function to end the day on deserves gnocchi and sopranos on tv with the cat . # thuglife ,1
now this is a serious sale <user> .  # amazonecho,1
<user> how dare you . ableism  # jk # deaf emoji_1351 emoji_1351 emoji_1351 emoji_1351 emoji_1351,1
i sure hope that his exposure in gq will help get our economy back on track in # alberta  <user>,1
let 's not overreact . all muslims are good except these 3 . no need to blame them all . ,1
yeah $ 226 is great ! now i can buy the new # lebrons with all my # profit ... because ,1
dropped my mac in it 's <user> backpack this morning . lucky their padded bags offered great protection ,1
please . please . please - picture credit to the owner  emoji_1778 emoji_1778 emoji_140,1
"feeling pretty today ? girl with the pearl "" earring "" . # graffiti , # art , # banksy , # nofilter , ",1
itz photoshopped but still hilarious af  emoji_15 emoji_15 emoji_15,1
"top level service from <user> , as always . ",1
"#  smoking , ",1
this takes everything to a whole new level ! # thinkofthepossibilities # bologna ,1
when pr professionals go bollywoosh ! # pr_roast # prworld # prjokes # prlove  # bollywood # gabbar,1
i bet this moves more water than a # billybunker .  # ,1
just because she needs to be rewarded for creating such perfection . # mothersday ,1
# plantbased eating is such a torturous way of life .  <user> <user> <user>,1
"1748 benefactors book entry : "" to pay for the law [ y ] er to teach us our business ""  ? # nuntastic # twitterstorians",1
"before the snow , i found this blistex container in the yard . impressive ! ",1
when we face the real world !  # realworld,1
when someone says something really stupid ..  # toosarcastic emoji_92 emoji_1930 emoji_15,1
andy murray thrown out of # australianopen after celebrating his win . ,1
it would make life a little easier sometimes . # justsayin # keeplifelight # laugh # smile  # thestruggleisreal,1
i have no shame . i basically use  on everyone . # sorrynotsorry # noshame # ithinkimfunny,1
thank you <user> for growing a # mustache because now my husband thinks he can have one too  # summerofstache happy,1
"are we still offended that my <user> cup still doesn 't say # merrychristmas , or was that so 2015 ? ",1
<user> <user> i 'm sure this will be another fair assessment of bernie from <user> . ,1
<user> one person selling tickets and dozens of people in line . great experience .  <user>,1
"geez , <user> , i can 't understand why people think cubs fans are a bunch of douche bros !  – 在 chicago union station",1
that 's too bad . she 's such a present woman . ,1
good to see <user> 's cabinet is so representative of our society  the <user> look desperate clinging on emoji_2715,1
 its how you know im aggravated . i will looking forward to the end of this day & with a fever .,1
"moving with high winds , cold , and rain is the best ! <user>  # isitoveryet # newhouse # bigbudgettruck",1
just arrived at destination where <user> is joining a marine bio field trip . tough day ahead . ,1
just a heads up !  # funny # funnymemes,1
"does "" lighter "" mean less crying ? too much emotion on comic shows annoys me .  emoji_2190",1
# giraffewatch # lbny # beforetheinternetexisted # thursdaythoughts  # putmeinthezoo great book,1
when i swallow my pride .  # funny,1
say what you will <user> and <user> : this <user> team is on the cusp of the playoffs .  # butreallytho,1
best thing about leaving a hot country and returning home ? queues like this with kids at stansted  # backtoreality,1
"hmmm , i can 't tell what kind of truck this is ? maybe a f - 150 ?  emoji_1781",1
when you want to spread a duck . just spread it . <user> # duckspread # getyourlife ,1
"not all # girls are made of # sugar , # spice & everything # nice ... # italian # girls are made of  , # wine & everything fine ! emoji_3623 emoji_1969 emoji_2371",1
"# producerproblems # flstudio # rap # hiphop # rnb # music  every tym dis "" kick """,1
i didn 't even have to spit . my hair found its way into my mouth on its own . it 's going to be a good day !  emoji_113,1
triggered ! racist ! black life matters ! ,1
<user> and <user> providing helpful information as always ,1
i missed so many interesting and essential comments ... why <user> ? this could really have made my day xd i mean ... really xd ,1
"# giraffewatch2017 omg the giraffe just lay down ...... i can 't continue my life until this baby is born , crap ! ",1
german airrade sirens ruining nap time . yay for a screaming toddler .  # momlife,1
proud to be an american  # yl,1
u know # hillaryclinton has problem when even such titans of modern thought as # katyperry can 't deliver all sheeps in # killary barn . ,1
it 's a shame this child doesn 't have any personality !  # babygirl,1
platinum status really puts you high on this <user> first class upgrade list  # worthless # aa2044 # flyingmistress emoji_156 emoji_3570,1
hey <user> teach your damn bot  ! ! !,1
"it 's really bright outside this morning , almost like the sun itself is calling me . but more than that , i have the best view ever . ",1
so much monday motivation ... gives blues till the bone :d # pr_roast # prworld # prjokes # prlove  # mondyblues # awfulmonday,1
"no point playing , just walk away .
.
.
.
.
. # mindset # attitude # positive # idiot # chess # walkaway # pigeon # ignore  # smarter # argument",1
i concur  emoji_358 emoji_358 emoji_358 emoji_358,1
my mother is the most compassionate woman ever . ,1
congrats malcolm ... that took effort ! ,1
"thanks for the reminder , twitter . thought i was in america for a second  emoji_0",1
# whatweloveaboutcamila is that she follows every fan on their birthday except me ! ,1
ho ... humm ... just # livingthedream while waiting in line at the sec . of state for my dr . lic . renewal ! ,1
settling into the full time # housewifelife nicely  pjs and reading about intermittent fasting emoji_9,1
 vera level reply to those haters who kept asking abt her new hairstyle <user> kadupethranga my lord # oviyaarmy emoji_15 emoji_15,1
"basically , me driving ! # traffic # bey2ollak  # truestory",1
"nothing like spending the day - rodent proofing your home . yeah , that was over $ 200.00 i didn 't need ",1
"shout out to <user> , this is exactly how i like my pizza .  # what ? # mondaymotivation # showusyourpizza",1
plastic dresses are only designed for certain ppl . just make sure you 're a mutant with no sweat glands . ,1
<user> it 's nice to know your latency issues has been resolved .  ,1
# tuesdaythoughts # fml  <user> friend : where you at ? me : playing with my dinosaur ! also me :,1
slept till noon an kinda missed breakfast and lunch today . but therefore i 'm having a good & healthy diner  # writing # starbucks emoji_993 emoji_5129 emoji_4375 emoji_517,1
i guess one close minded appointee deserves another  emoji_2577,1
it 's this sort of fly tipping that makes me proud to live in grays ,1
vacancy announcement these days be like - - ( # fb  ),1
"hedgehog ice cream too yummy , so delicious # iblamebrexit  # brexitgetsblamedforeverything",1
i should send this to coast to coast a . m and tell them ibsaw a ufo . ,1
there are only two genders - shoe or hat ! # ohdear  # gender but are you a shoe or a hat ? ? ! # genderreveal,1
"thank you , passive-aggressive fortune cookie .  # fb",1
crowds much bigger than the inauguration on the national mall . the funny thing ? the # womensmarch isn 't even on the mall . this is overflow .,1
president <user> and the entire first family celebrate the real american freedom of living behind bullet-proof glass . enjoy !,1
. <user> right . low turnout . # idiot . # cnn / # bakari = # fakenews emoji_19 emoji_19,1
""" i 'm just so astonished to hear people outwardly ridicule the office of the president and it 's current occupant . "" - <user>",1
pretty sure i just saw lincoln try to kick .,1
maintain double standards . # feministtodolist,1
ok listen ... i got the baddest sisters in the game .,1
ana : christian i 'm at the supermarket christian : nice ana : yeah haha the guy next to me is really nice christian :,1
""" sorry we don 't have sweet tea . """,1
when the obamas leave the white house . :(,1
"in ethics class and the lecturer says , "" when in rome do as the romans "" qwaid : "" romans dem lick batty enuh sir """,1
breaking news : cnn will now be called fnn fake news network since clinton lost the c was meaningless . a more honest approach to reporting !,1
even my dog knows how to respect the flag on # inaugurationday he is smarter than all the liberal snowflakes . go figure . # resistfromday1 emoji_177,1
dead,1
no one knows what # womensmarch was about - stephanie schriock & <user> had no explanation # msnbc <user> # nofocus # chaotic,1
what i 've been thinking all day,1
""" i remember when i first arrived on this planet ... "" # meetthetrumps",1
yes <user> we r all impressed by how gr8 <user> is attacking # fakenews # cnn <user> # maga # dts # donaldtrumpnewsconference,1
that must have been at walmart emoji_19,1
# shame on those who would spark fear w / lies about <user> in parents of # childrenwithdisabilities # specialneeds # downsyndrome .,1
<user> <user> now we know what happened to hillary 's fireworks . # inauguration,1
"everything we eat , breathe , drink & put on our skin enters our body and has the ability to create disease .",1
where 's my scepter ? where 's my crown ? why am i not on a throne ? # inauguration,1
<user> <user> once again . the highest of standards met ...  # dissapointing,1
another awful day for baseball in san diego . ,1
"<user> did you know blasphemy is punishable by death in <num> countries ? is this the "" right punishment ? ""  # asiannetwork",1
average at best views .  # sevencanyons # golf – at enchantment resort,0
# johncampea is right again . ,0
is it true ? # humility  # pompous # question,0
"my 2,000 th tweet is dedicated to 3 of the best that makes me happy every weds <user> <user> <user> # thankyoulucha",0
didn 't even get outta bed,0
<user> is pretty cool and is still streaming so ya 'll should go look at that while i like collapse,0
cool kids wear black,0
"are the patriots really good , or the nfl just really bad ?",0
it 's # nhs blamestorm ! the game all the tories & media are playing hours of fun for right-wing nut-jobs everywhere ! # nhscrisis emoji_1610 emoji_1612 emoji_922 emoji_924,0
at # deploraball with # bigdog <user>,0
"oh my , this painting is very nice - - thank youuuuu ! ! !",0
"jackson hole , wyoming",0
"change in tactics between 1st half and 2nd half . bonaventura played wider , de sciglio more defensive",0
when you 're waiting for a package and the mailman comes but all he delivers is coupons and bills,0
"hdp 's armenian lawmaker garo paylan 's speech in the parliament was blocked by the parliament spokesman of akp for using the word "" genocide "" .",0
i stay drawing klavier though i barely remember how to draw him,0
